Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-04-27,14:13:52,"""CNR6900139""",Completed,"""CID9357818""",Auto,Subhash Nagar,Hauz Rani,13.9,36.7,null,null,null,null,null,null,561,30.78,4.3,4.9,Cash
2024-08-17,11:17:41,"""CNR8894292""",Completed,"""CID7849485""",Go Sedan,Saket A Block,Panipat,11.0,32.3,null,null,null,null,null,null,262,44.41,4.2,4.3,Cash
2024-02-28,20:22:14,"""CNR7686156""",Cancelled by Driver,"""CID2377755""",Premier Sedan,Lajpat Nagar,DLF Phase 3,4.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-06-17,14:43:44,"""CNR8243630""",Completed,"""CID3630206""",Bike,Moolchand,Nawada,10.5,28.2,null,null,null,null,null,null,482,16.44,3.8,4.3,Uber Wallet
2024-08-28,07:13:53,"""CNR9810760""",Cancelled by Customer,"""CID7120885""",Go Sedan,Meerut,Vaishali,8.3,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-08-15,10:31:11,"""CNR3713439""",Completed,"""CID7917226""",Auto,Udyog Vihar,Gurgaon Sector 29,4.5,40.6,null,null,null,null,null,null,81,25.33,4.3,4.8,Cash
2024-10-11,20:54:52,"""CNR7249634""",Incomplete,"""CID4033734""",Auto,Jasola,Saket,9.4,15.3,null,null,null,null,1,Vehicle Breakdown,659,11.45,null,null,Debit Card
2024-01-17,20:27:34,"""CNR3487481""",Completed,"""CID6851906""",eBike,Netaji Subhash Place,Chanakyapuri,5.7,30.1,null,null,null,null,null,null,432,49.0,4.9,4.8,UPI
2024-06-29,21:43:12,"""CNR6422156""",Completed,"""CID9256606""",Go Mini,Kashmere Gate,Patel Chowk,2.3,32.0,null,null,null,null,null,null,521,13.09,4.2,4.2,Cash
2024-04-13,05:08:48,"""CNR7197293""",Completed,"""CID2597521""",Auto,Udyog Vihar,Delhi Gate,6.4,41.2,null,null,null,null,null,null,1519,43.51,4.6,5.0,Credit Card
2024-09-10,14:36:13,"""CNR9740443""",Cancelled by Customer,"""CID8512178""",Go Mini,Inderlok,Bhiwadi,19.6,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-01-21,09:30:02,"""CNR8316735""",Completed,"""CID2267009""",Premier Sedan,Sushant Lok,Hero Honda Chowk,7.9,44.6,null,null,null,null,null,null,856,10.89,3.3,4.5,UPI
2024-03-19,19:14:23,"""CNR8251927""",Completed,"""CID8363240""",Auto,Keshav Puram,Azadpur,4.8,21.3,null,null,null,null,null,null,198,34.27,4.1,5.0,UPI
2024-11-15,12:37:41,"""CNR1073527""",Completed,"""CID1236625""",Go Sedan,DLF City Court,Nehru Place,7.2,16.3,null,null,null,null,null,null,593,47.04,4.3,3.2,UPI
2024-01-24,11:08:45,"""CNR1045623""",Completed,"""CID5272162""",eBike,Punjabi Bagh,Bhiwadi,14.2,17.4,null,null,null,null,null,null,376,22.48,4.3,4.4,Cash
2024-10-16,02:37:04,"""CNR9588703""",Incomplete,"""CID3380963""",Go Mini,South Extension,Rohini,4.3,18.2,null,null,null,null,1,Other Issue,384,17.66,null,null,Debit Card
2024-08-02,11:14:46,"""CNR3558998""",No Driver Found,"""CID2969417""",Auto,Pulbangash,Pragati Maidan,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-01-28,19:21:53,"""CNR1762450""",Completed,"""CID7177244""",Go Sedan,Noida Film City,Meerut,8.8,31.7,null,null,null,null,null,null,1466,27.02,4.9,4.3,Cash
2024-12-24,05:31:12,"""CNR6140414""",Cancelled by Driver,"""CID1435102""",Auto,Gurgaon Sector 56,RK Puram,9.8,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-01-22,17:51:46,"""CNR4854633""",Completed,"""CID9663706""",Auto,Sikanderpur,Mayur Vihar,13.8,37.6,null,null,null,null,null,null,467,25.71,4.8,4.3,Cash
2024-09-21,16:29:19,"""CNR4693536""",Completed,"""CID1378416""",Go Mini,Kirti Nagar,Jama Masjid,6.2,41.9,null,null,null,null,null,null,960,7.53,4.3,4.9,Uber Wallet
2024-11-29,20:11:51,"""CNR2505933""",Incomplete,"""CID9270655""",Premier Sedan,Laxmi Nagar,Badarpur,9.7,28.3,null,null,null,null,1,Customer Demand,94,9.78,null,null,UPI
2024-05-10,07:44:50,"""CNR8912942""",Completed,"""CID2528912""",Go Sedan,INA Market,Paharganj,6.2,36.4,null,null,null,null,null,null,358,23.68,3.7,4.8,UPI
2024-01-06,22:46:20,"""CNR3319548""",Cancelled by Customer,"""CID5606835""",Auto,Raj Nagar Extension,Ramesh Nagar,10.3,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-05-13,15:29:38,"""CNR6602097""",Completed,"""CID2821725""",Go Mini,Kherki Daula Toll,Subhash Nagar,3.7,25.5,null,null,null,null,null,null,88,35.84,5.0,4.1,Cash
2024-04-04,08:27:23,"""CNR6716033""",Incomplete,"""CID3474797""",Go Mini,Vaishali,Paharganj,8.3,10.6,null,null,null,null,1,Other Issue,279,9.76,null,null,UPI
2024-09-04,20:29:58,"""CNR9844399""",Cancelled by Driver,"""CID2270238""",Auto,Lal Quila,Gwal Pahari,7.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-02-09,21:53:24,"""CNR1147348""",Completed,"""CID1926366""",Bike,Keshav Puram,India Gate,5.6,33.1,null,null,null,null,null,null,284,4.07,4.1,4.1,UPI
2024-08-29,19:22:38,"""CNR2407602""",Completed,"""CID9944712""",Auto,Kadarpur,Noida Film City,11.1,44.2,null,null,null,null,null,null,920,46.51,3.9,3.7,Uber Wallet
2024-11-05,15:43:27,"""CNR4173579""",Cancelled by Driver,"""CID2784412""",Go Mini,IMT Manesar,Shastri Park,11.9,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-06-12,12:22:10,"""CNR9731416""",Completed,"""CID4098354""",Auto,Anand Vihar ISBT,Okhla,10.2,24.9,null,null,null,null,null,null,162,29.81,4.5,4.8,Uber Wallet
2024-07-28,04:14:52,"""CNR2030827""",Cancelled by Driver,"""CID3370451""",Premier Sedan,Kherki Daula Toll,Seelampur,4.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-06-17,14:07:04,"""CNR6693939""",Incomplete,"""CID3653631""",eBike,Ghaziabad,Jhilmil,6.3,26.3,null,null,null,null,1,Vehicle Breakdown,258,8.12,null,null,UPI
2024-03-14,15:20:14,"""CNR2634833""",Completed,"""CID4489829""",Go Sedan,Chandni Chowk,Delhi Gate,8.8,35.4,null,null,null,null,null,null,220,36.52,4.6,4.2,Credit Card
2024-08-25,06:27:46,"""CNR5514034""",Cancelled by Driver,"""CID6932358""",Auto,DLF City Court,Jor Bagh,4.2,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-11-02,09:07:17,"""CNR6168931""",Completed,"""CID6704031""",Premier Sedan,Bhikaji Cama Place,Saket,13.5,22.1,null,null,null,null,null,null,619,44.55,4.7,4.6,UPI
2024-01-10,16:12:20,"""CNR9595339""",Cancelled by Driver,"""CID6363407""",Auto,Rohini West,Huda City Centre,9.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-03-17,20:41:56,"""CNR9783283""",No Driver Found,"""CID9896690""",eBike,Gwal Pahari,Sushant Lok,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-09-11,15:11:29,"""CNR6644771""",Cancelled by Driver,"""CID9095481""",Go Mini,Greater Noida,Panipat,4.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-05-15,10:11:36,"""CNR8487909""",Completed,"""CID2978596""",Auto,Welcome,Jama Masjid,6.6,15.6,null,null,null,null,null,null,4220,10.11,3.6,4.8,UPI
2024-01-01,17:43:03,"""CNR1774511""",Completed,"""CID7880605""",Go Sedan,Central Secretariat,Panchsheel Park,13.8,35.7,null,null,null,null,null,null,304,41.48,4.3,4.5,Uber Wallet
2024-01-09,13:44:19,"""CNR4949067""",Completed,"""CID6273046""",Premier Sedan,Badshahpur,Green Park,9.0,40.4,null,null,null,null,null,null,183,44.55,4.2,4.8,Cash
2024-06-12,15:51:08,"""CNR7257139""",Cancelled by Driver,"""CID1585919""",Go Mini,Laxmi Nagar,Raj Nagar Extension,6.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-11-20,14:08:21,"""CNR8684929""",Completed,"""CID4574838""",Go Sedan,Meerut,Kirti Nagar,5.6,35.9,null,null,null,null,null,null,407,41.22,3.8,4.3,Credit Card
2024-08-25,21:33:12,"""CNR5500848""",Cancelled by Driver,"""CID5810904""",Go Mini,Saket,Ghitorni Village,7.9,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-06-13,04:08:09,"""CNR4442870""",Completed,"""CID1243195""",Go Sedan,Saket,Laxmi Nagar,3.2,19.3,null,null,null,null,null,null,334,37.29,4.4,4.6,Cash
2024-10-19,08:19:49,"""CNR7583845""",Completed,"""CID9587902""",Bike,Green Park,AIIMS,6.5,42.0,null,null,null,null,null,null,580,48.03,4.2,5.0,Uber Wallet
2024-03-07,22:32:06,"""CNR3682631""",Completed,"""CID6320634""",Auto,Sonipat,Connaught Place,12.1,36.7,null,null,null,null,null,null,464,3.68,4.7,4.2,Debit Card
2024-06-11,18:16:57,"""CNR2766289""",No Driver Found,"""CID4011641""",Go Sedan,RK Puram,Gurgaon Railway Station,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-12-15,16:23:49,"""CNR1500385""",Incomplete,"""CID8969471""",Bike,Shivaji Park,Madipur,4.2,26.8,null,null,null,null,1,Other Issue,320,1.39,null,null,Cash
2024-07-26,12:42:05,"""CNR2128549""",Cancelled by Customer,"""CID5692104""",Go Sedan,Akshardham,Munirka,16.2,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-08-25,16:36:25,"""CNR2136710""",Completed,"""CID7554054""",Auto,Sadar Bazar Gurgaon,Golf Course Road,5.6,41.6,null,null,null,null,null,null,809,23.42,3.9,4.5,Uber Wallet
2024-03-19,18:09:36,"""CNR3330327""",Completed,"""CID4212803""",Premier Sedan,Faridabad Sector 15,Ambience Mall,4.4,20.8,null,null,null,null,null,null,801,32.83,4.2,4.9,UPI
2024-12-01,17:16:21,"""CNR5121421""",Completed,"""CID7319243""",Auto,Kadarpur,New Delhi Railway Station,7.7,17.8,null,null,null,null,null,null,2188,7.24,4.1,5.0,UPI
2024-03-12,15:38:38,"""CNR8938826""",Cancelled by Driver,"""CID4019850""",Go Mini,Jor Bagh,Mansarovar Park,11.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-12-14,16:47:54,"""CNR9893156""",Completed,"""CID2751301""",Auto,India Gate,New Delhi Railway Station,13.4,20.2,null,null,null,null,null,null,681,44.67,4.1,3.9,UPI
2024-12-04,09:02:52,"""CNR4714901""",Completed,"""CID5026736""",Uber XL,Ghaziabad,Sultanpur,12.1,35.0,null,null,null,null,null,null,903,27.96,4.1,4.4,Cash
2024-11-27,18:51:14,"""CNR3043341""",Cancelled by Driver,"""CID7818468""",Go Mini,Central Secretariat,ITO,4.1,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-08-12,07:57:33,"""CNR6852711""",Completed,"""CID6038835""",Uber XL,Rajiv Chowk,Jor Bagh,13.6,39.7,null,null,null,null,null,null,840,17.89,4.3,4.5,UPI
2024-11-24,13:56:54,"""CNR4527150""",Completed,"""CID9242332""",Premier Sedan,Mayur Vihar,Badshahpur,12.9,37.1,null,null,null,null,null,null,244,11.38,4.1,4.4,UPI
2024-01-05,19:44:56,"""CNR5195368""",Completed,"""CID2857032""",Go Sedan,New Colony,Panchsheel Park,13.5,44.9,null,null,null,null,null,null,98,12.92,3.0,4.7,UPI
2024-08-11,05:10:56,"""CNR2602814""",Cancelled by Customer,"""CID1262343""",Auto,Bhiwadi,Rajiv Chowk,5.6,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-02-27,21:51:18,"""CNR2098843""",Completed,"""CID9961315""",Premier Sedan,Noida Film City,Adarsh Nagar,11.0,29.0,null,null,null,null,null,null,690,29.83,4.8,4.0,UPI
2024-11-28,06:22:47,"""CNR5019844""",Completed,"""CID4531900""",Premier Sedan,Karol Bagh,Sohna Road,6.6,31.2,null,null,null,null,null,null,791,40.89,4.2,4.5,Cash
2024-04-27,13:23:18,"""CNR7406679""",Completed,"""CID1649235""",Go Mini,Shahdara,Vaishali,4.5,21.1,null,null,null,null,null,null,478,9.33,4.2,4.9,UPI
2024-08-20,17:52:53,"""CNR5408741""",Completed,"""CID9665753""",Uber XL,Narsinghpur,Mundka,6.7,29.7,null,null,null,null,null,null,288,14.83,3.7,4.9,UPI
2024-10-21,17:38:47,"""CNR9123420""",Completed,"""CID7914482""",Go Mini,South Extension,Indirapuram,12.1,16.5,null,null,null,null,null,null,346,24.04,4.2,4.5,UPI
2024-12-22,10:29:34,"""CNR5153829""",Completed,"""CID1675753""",Bike,Palam Vihar,Anand Vihar,3.0,20.6,null,null,null,null,null,null,152,45.37,4.4,4.1,Cash
2024-07-27,16:14:45,"""CNR3768752""",Completed,"""CID4723466""",Go Mini,Hauz Khas,Cyber Hub,10.5,22.4,null,null,null,null,null,null,927,28.93,4.2,4.5,UPI
2024-03-11,06:20:43,"""CNR3204328""",Completed,"""CID9479214""",Premier Sedan,Kashmere Gate ISBT,Inderlok,2.1,31.8,null,null,null,null,null,null,571,32.69,3.8,4.5,UPI
2024-12-10,18:10:25,"""CNR7008308""",Cancelled by Driver,"""CID5153689""",Go Mini,Peeragarhi,Bahadurgarh,10.6,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-04-24,13:40:46,"""CNR4222925""",Completed,"""CID8517252""",Go Sedan,Model Town,Janakpuri,4.8,27.5,null,null,null,null,null,null,250,44.31,4.7,4.8,UPI
2024-08-01,07:53:30,"""CNR1779963""",Completed,"""CID2495918""",Go Mini,Mehrauli,Hauz Khas,7.3,33.8,null,null,null,null,null,null,482,9.07,4.7,4.9,Cash
2024-07-10,17:42:29,"""CNR9488262""",Completed,"""CID5865640""",Go Mini,Rajiv Nagar,Ghaziabad,14.2,41.2,null,null,null,null,null,null,296,39.29,4.4,4.9,Cash
2024-01-15,09:23:26,"""CNR7967586""",Completed,"""CID9730285""",Auto,Green Park,Keshav Puram,10.5,30.9,null,null,null,null,null,null,580,8.36,3.2,4.8,UPI
2024-12-02,21:58:15,"""CNR7306540""",Cancelled by Driver,"""CID9763587""",Auto,Maidan Garhi,Pitampura,7.9,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-05-02,09:34:11,"""CNR1784918""",Completed,"""CID4842108""",Go Mini,Subhash Nagar,Vinobapuri,13.4,21.3,null,null,null,null,null,null,369,5.37,3.2,4.2,UPI
2024-05-23,17:53:41,"""CNR9559606""",Completed,"""CID4883012""",Auto,Greater Kailash,Greater Noida,6.5,15.4,null,null,null,null,null,null,828,17.2,4.3,4.3,UPI
2024-06-10,17:58:56,"""CNR4951487""",Completed,"""CID3938040""",Go Mini,Vasant Kunj,Golf Course Road,11.1,16.8,null,null,null,null,null,null,695,15.24,4.3,4.5,Credit Card
2024-05-28,16:28:53,"""CNR8210924""",Completed,"""CID4671923""",Go Mini,Shivaji Park,Noida Sector 62,15.0,32.9,null,null,null,null,null,null,515,29.02,4.4,4.5,Cash
2024-02-14,07:53:45,"""CNR8082622""",Cancelled by Driver,"""CID7256830""",Go Sedan,Rajouri Garden,Rohini West,5.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-01-15,14:38:50,"""CNR2419004""",Cancelled by Customer,"""CID2579408""",Go Mini,Greater Noida,Chirag Delhi,5.9,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-03-31,17:06:25,"""CNR1681257""",Completed,"""CID6645487""",Bike,IGI Airport,Keshav Puram,9.4,31.1,null,null,null,null,null,null,387,11.06,4.2,3.9,Uber Wallet
2024-02-07,17:18:58,"""CNR5861585""",Cancelled by Driver,"""CID8929428""",Go Mini,Satguru Ram Singh Marg,Keshav Puram,7.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-04-09,09:13:45,"""CNR5786996""",Completed,"""CID7086517""",Go Mini,Udyog Vihar Phase 4,Qutub Minar,12.1,17.7,null,null,null,null,null,null,168,16.51,4.7,4.8,Cash
2024-07-12,12:26:11,"""CNR9938509""",Completed,"""CID7317693""",eBike,RK Puram,Rohini West,2.5,25.5,null,null,null,null,null,null,388,5.77,5.0,4.1,UPI
2024-09-17,12:34:33,"""CNR4419286""",Cancelled by Driver,"""CID6787987""",Go Mini,Indirapuram,Gurgaon Sector 29,6.2,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-04-11,20:16:31,"""CNR7021786""",No Driver Found,"""CID7729413""",Premier Sedan,Shivaji Park,Palam Vihar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-02-11,17:03:32,"""CNR6215539""",Completed,"""CID9337688""",Go Mini,IGI Airport,Golf Course Road,8.1,17.2,null,null,null,null,null,null,1008,22.25,4.6,4.9,Debit Card
2024-05-08,04:57:47,"""CNR2007869""",Completed,"""CID5633406""",Bike,Sarai Kale Khan,Faridabad Sector 15,10.5,15.8,null,null,null,null,null,null,658,7.03,4.2,4.0,Cash
2024-05-25,13:32:13,"""CNR8795099""",Incomplete,"""CID1649708""",Go Sedan,Cyber Hub,Khandsa,3.0,25.9,null,null,null,null,1,Customer Demand,1258,13.57,null,null,Cash
2024-12-12,01:12:14,"""CNR5805384""",Cancelled by Driver,"""CID3522694""",Bike,Saket,Shivaji Park,3.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-04-04,14:56:01,"""CNR1445299""",Cancelled by Driver,"""CID3215807""",Go Mini,Karol Bagh,Lal Quila,11.2,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-05-26,08:09:45,"""CNR2737876""",Cancelled by Driver,"""CID5248988""",Go Mini,Subhash Nagar,Jor Bagh,4.5,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-04-03,15:56:05,"""CNR1959552""",Completed,"""CID7690292""",Go Mini,Sushant Lok,India Gate,7.3,35.4,null,null,null,null,null,null,925,25.14,4.2,4.8,Cash
2024-02-29,13:30:03,"""CNR9883795""",Completed,"""CID5850186""",eBike,Rohini West,Kashmere Gate,4.0,18.3,null,null,null,null,null,null,863,37.19,3.1,4.6,Cash
2024-04-12,19:34:23,"""CNR4515303""",Cancelled by Driver,"""CID7527659""",Auto,Saket,Moti Nagar,6.9,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-12-28,13:52:10,"""CNR3652692""",Completed,"""CID6328404""",Go Mini,Chirag Delhi,Saket,2.4,24.5,null,null,null,null,null,null,172,18.47,4.6,4.9,Cash
2024-10-22,20:24:46,"""CNR2962298""",Completed,"""CID5527929""",Auto,Vasant Kunj,Kalkaji,8.8,18.0,null,null,null,null,null,null,959,44.26,4.5,4.2,UPI
2024-03-09,20:50:38,"""CNR5568111""",Completed,"""CID5835482""",Auto,Ghitorni Village,Rohini West,12.9,27.1,null,null,null,null,null,null,524,27.27,4.4,3.7,Cash
2024-04-25,16:37:12,"""CNR8664591""",Completed,"""CID9739764""",Bike,Indirapuram,Manesar,5.0,16.0,null,null,null,null,null,null,447,42.59,4.2,4.2,UPI
2024-09-30,08:56:35,"""CNR7600736""",Completed,"""CID2818766""",Go Sedan,Qutub Minar,Botanical Garden,14.2,30.7,null,null,null,null,null,null,265,26.86,4.6,4.3,Uber Wallet
2024-06-03,13:16:46,"""CNR4097858""",Completed,"""CID8699025""",Go Mini,Vatika Chowk,Palam Vihar,14.9,19.2,null,null,null,null,null,null,757,12.27,4.3,4.6,Cash
2024-04-28,21:32:53,"""CNR7135386""",Cancelled by Driver,"""CID3482232""",Bike,Vidhan Sabha,Mansarovar Park,3.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-06-17,23:46:34,"""CNR9795920""",Completed,"""CID4008779""",Auto,DLF Phase 3,Raj Nagar Extension,14.7,27.6,null,null,null,null,null,null,643,5.94,4.6,4.3,UPI
2024-12-16,17:28:11,"""CNR9960216""",Cancelled by Driver,"""CID9767282""",Bike,Aya Nagar,Madipur,4.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-03-03,10:07:47,"""CNR6853502""",Cancelled by Driver,"""CID2025611""",Auto,Nehru Place,Laxmi Nagar,4.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-09-14,19:18:23,"""CNR2075425""",Cancelled by Customer,"""CID8086242""",Auto,Gwal Pahari,Golf Course Road,17.1,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-05-28,12:03:00,"""CNR2260810""",Cancelled by Driver,"""CID6722815""",Go Sedan,Vaishali,Saidulajab,3.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-02-17,16:12:12,"""CNR1425636""",Cancelled by Driver,"""CID1143942""",Premier Sedan,Akshardham,Sonipat,8.3,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-11-30,12:27:53,"""CNR4320149""",Completed,"""CID9647926""",Go Sedan,Chandni Chowk,Ambience Mall,14.7,29.0,null,null,null,null,null,null,455,8.02,4.7,4.5,Cash
2024-07-16,16:21:20,"""CNR3510366""",Cancelled by Driver,"""CID3378836""",Premier Sedan,Qutub Minar,Manesar,4.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-07-04,10:36:41,"""CNR1826266""",Cancelled by Customer,"""CID7526920""",Auto,Maidan Garhi,MG Road,10.1,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-07-29,07:30:28,"""CNR9126201""",Cancelled by Customer,"""CID6750325""",Auto,Vaishali,Pitampura,15.6,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-10-25,15:09:10,"""CNR7306183""",Incomplete,"""CID7394762""",Bike,Saket A Block,India Gate,9.1,12.2,null,null,null,null,1,Vehicle Breakdown,131,15.52,null,null,Credit Card
2024-03-02,19:34:03,"""CNR6310742""",Cancelled by Driver,"""CID9409654""",Go Mini,Basai Dhankot,Mayur Vihar,6.4,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-09-25,13:13:16,"""CNR9469621""",Completed,"""CID5733247""",Go Mini,Saidulajab,Basai Dhankot,2.8,34.0,null,null,null,null,null,null,947,32.74,3.7,3.4,UPI
2024-07-20,05:43:37,"""CNR5997462""",Completed,"""CID9041028""",Go Sedan,Jama Masjid,Lal Quila,14.5,16.8,null,null,null,null,null,null,654,29.11,4.2,4.0,Uber Wallet
2024-12-13,08:09:34,"""CNR3355153""",No Driver Found,"""CID2995868""",Auto,IFFCO Chowk,Maidan Garhi,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-12-06,19:47:23,"""CNR3472430""",Incomplete,"""CID6108008""",Go Mini,Green Park,Jor Bagh,6.9,13.1,null,null,null,null,1,Vehicle Breakdown,332,14.83,null,null,Debit Card
2024-08-15,18:09:48,"""CNR3794660""",Completed,"""CID7864399""",eBike,RK Puram,Subhash Nagar,4.3,43.7,null,null,null,null,null,null,364,6.95,3.7,5.0,UPI
2024-08-28,17:51:29,"""CNR5372677""",Completed,"""CID1399417""",Go Sedan,Faridabad Sector 15,New Colony,5.6,29.7,null,null,null,null,null,null,236,5.19,4.3,4.2,Cash
2024-07-04,14:12:40,"""CNR2976761""",Completed,"""CID3061352""",Auto,Indraprastha,Tilak Nagar,10.1,21.9,null,null,null,null,null,null,235,20.06,4.5,4.5,Cash
